id,Condition,Item,rep.equation,RT.equation,completion,RT.completion,res.equation,cor.equation,nbr.NP1,nbr.comp,attachment,halfsession,amount.cor.equation,age
26,stat_high,26,152,25201,le suivaient.,37364,63,0,sg,pl,0,1,10,52
26,stat_high,6,664,50434,le vénéraient.,40707,-22,0,pl,pl,1,1,10,52
26,percep_high,3,765,26004,lui avaient fait un si beau jardin.,44403,13,0,pl,pl,1,1,10,52
26,percep_low,17,460,25531,les menait.,126197,104,0,sg,sg,1,1,10,52
26,stat_high,2,801,22747,"a gagné, cette année%2C le Marathon de Paris.",105619,17,0,pl,sg,0,1,10,52
26,percep_high,23,312,117516,l'accompagnaient.,42764,45,0,sg,pl,0,1,10,52
26,percep_high,11,414,45131,le protégeaient.,64150,3,0,sg,pl,0,1,10,52
26,stat_low,4,228,35484,aime tant ses patisseries.,59731,80,0,pl,sg,0,1,10,52
26,stat_high,18,474,51011,aiment tant ses bonbons.,42821,9,0,pl,pl,1,1,10,52
27,percep_high,28,86,53839,lui faisait de l'effet.,53964,64,0,sg,sg,1,0,20,19
27,percep_high,7,34,34314,étaient belles.,30527,34,1,pl,pl,1,0,20,19
27,stat_high,2,17,29473,avait remporté la compétition.,36272,17,1,pl,sg,0,0,20,19
27,stat_low,4,74,28978,est passée à  la télévision.,33641,80,0,pl,sg,0,0,20,19
27,percep_low,25,78,17045,l'a trompé.,41061,94,0,pl,sg,0,0,20,19
27,stat_high,14,36,35050,était blond.,60921,36,1,sg,sg,1,0,20,19
27,stat_high,18,9,34903, ont fugués.,39046,9,1,pl,pl,1,0,20,19
27,percep_high,19,46,14539,ont les yeux rivés sur leurs ordinateurs.,41719,46,1,pl,pl,1,0,20,19
27,percep_high,11,3,55648,sauve une vie.,33383,3,1,sg,sg,1,0,20,19
27,percep_high,23,45,36483,couchait avec une actrice.,36971,45,1,sg,sg,1,0,20,19
27,percep_low,13,127,45791,applaudissait.,18222,127,1,pl,sg,0,0,20,19
27,stat_low,16,93,27052,l'avait invitée.,25866,93,1,sg,sg,1,0,20,19
27,stat_low,8,142,52295,l'avait aidé à  obtenir son année.,34022,142,1,sg,sg,1,0,20,19
27,percep_low,21,151,49376,dormaient.,16632,151,1,pl,pl,1,0,20,19
27,percep_high,3,13,11194,sont expérimentés.,39900,13,1,pl,pl,1,1,20,19
27,stat_low,12,93,47256,est musclé.,24267,93,1,sg,sg,1,1,20,19
27,percep_low,1,139,22410,négociaient.,23077,129,0,pl,pl,1,1,20,19
27,stat_high,6,-18,110326,agressaient les passants dans la rue.,31892,-22,0,pl,pl,1,1,20,19
27,stat_low,24,144,36990,mangeait une pomme.,20868,139,0,sg,sg,1,1,20,19
27,percep_high,27,75,17580,s'est noyé.,25791,75,1,sg,sg,1,1,20,19
27,percep_low,9,163,51773,ont trichés,21474,153,0,sg,pl,0,1,20,19
27,stat_high,10,0,21207,le harcelait.,18404,0,1,sg,sg,1,1,20,19
27,stat_high,26,63,14777,lui a donné des places gratuites pour le prochain concert.,49277,63,1,sg,sg,1,1,20,19
27,stat_high,22,-1,14665,lui avait réparé son ordinateur.,42318,-1,1,sg,sg,1,1,20,19
27,percep_high,15,83,27028,jouaient de la basse.,25980,76,0,pl,pl,1,1,20,19
27,stat_low,20,86,19182,le harcelait.,24870,86,1,sg,sg,1,1,20,19
27,percep_low,17,104,13874,s'est blessé à  l'oeil,25612,104,1,sg,sg,1,1,20,19
27,percep_low,5,136,26095,étaient très sérieux,46641,136,1,pl,pl,1,1,20,19
28,percep_low,5,136,32204,devra servir à  l'expérimentation,22002,136,1,pl,sg,0,0,2,64
28,stat_high,26,152,20452,les suit dans leur trounée,16202,63,0,sg,sg,1,0,2,64
28,stat_high,10,672,20818,occupent aujourd hui l'usine,26358,0,0,sg,pl,0,0,2,64
28,percep_low,17,460,12946,occupent l'usine,16362,104,0,sg,pl,0,0,2,64
28,stat_high,14,312,23156,jouent actuellement,21187,36,0,sg,pl,0,0,2,64
28,percep_low,1,535,40083,est en cause dans ce procès,18028,129,0,pl,sg,0,0,2,64
28,percep_low,21,760,17107,est accusé,18915,151,0,pl,sg,0,0,2,64
28,stat_low,24,594,26380,manifestent,17523,139,0,sg,pl,0,0,2,64
28,percep_low,25,336,17068,passeront la soirée avec eux,15115,94,0,pl,pl,1,0,2,64
28,stat_low,8,648,37680,arrivent demain,22363,142,0,sg,pl,0,0,2,64
28,stat_low,20,  37 0,22033,opèrent actuellement,14073,86,0,sg,pl,0,0,2,64
28,stat_low,4,222,25563,sera célébrée ce soir,33537,80,0,pl,sg,0,0,2,64
28,percep_high,28,474,23867,arrivent en ville,12787,64,0,sg,pl,0,0,2,64
28,stat_low,16,328,24034,étudient les maths,27188,93,0,sg,pl,0,0,2,64
28,percep_high,15,190,41041,MONTE sur scène,14683,76,0,pl,sg,0,1,2,64
28,percep_high,3,365,37849,vient d'acheter la propriété,17567,13,0,pl,sg,0,1,2,64
28,percep_high,19,312,27390,remplace mr ducchmol,18754,46,0,pl,sg,0,1,2,64
28,percep_high,27,75,10252,accostent,12820,75,1,sg,pl,0,1,2,64
28,stat_high,22,608,29419,sont sous contrat,15425,-1,0,sg,pl,0,1,2,64
28,percep_high,7,  61 6,23896,est sur ce poster,14511,34,0,pl,sg,0,1,2,64
28,percep_low,9,576,26018,vont commencer l'année,15058,153,0,sg,pl,0,1,2,64
28,percep_high,23,312,22355,fumait sur le plateau,21292,45,0,sg,sg,1,1,2,64
28,stat_high,18,474,31586,a des problèmes,16212,9,0,pl,sg,0,1,2,64
28,stat_high,2,729,36156,souffre du talon,9691,17,0,pl,sg,0,1,2,64
28,percep_low,13,441,19914,sont arrivés en retard,14075,127,0,pl,pl,1,1,2,64
28,stat_low,12,666,23788,jouent ce soir !,19131,93,0,sg,pl,0,1,2,64
28,stat_high,6,664,23891,vient de prendre le pouvoir,15652,-22,0,pl,sg,0,1,2,64
28,percep_high,11,408,26628,figurent sur cette scène,25044,3,0,sg,pl,0,1,2,64
29,percep_high,13,39,56872,sont venue au mariage,13398,-39,0,pl,pl,1,0,19,39
29,percep_low,7,41,29706,sont venus à  son concert,12206,152,0,pl,pl,1,0,19,39
29,percep_high,25,69,5563,sont venus à  la maison,12451,69,1,pl,pl,1,0,19,39
29,stat_low,26,94,8282,était present au concert,21447,94,1,sg,sg,1,0,19,39
29,stat_high,24,18,17009,était venu à  la réunion,12913,18,1,sg,sg,1,0,19,39
29,stat_high,20,50,7213,est venu résoudre le problème,23027,50,1,sg,sg,1,0,19,39
29,percep_low,15,109,13246,sont venu à  la répétition,33148,109,1,pl,pl,1,0,19,39
29,stat_low,14,106,19450,est venu à  sa répétition,18295,106,1,sg,sg,1,0,19,39
29,percep_low,23,98,8198,volait la recette du jour,13182,98,1,sg,sg,1,0,19,39
29,stat_high,8,38,42556,terminait sa carrière,33271,-48,0,sg,sg,1,0,19,39
29,percep_high,5,22,13085,prenait ses mensurations,21383,22,1,pl,sg,0,0,19,39
29,stat_low,18,114,21557,battait sa femme,21299,114,1,pl,sg,0,0,19,39
29,percep_high,28,64,9655,a gagné la course,12158,64,1,sg,sg,1,0,19,39
29,percep_low,11,117,19054,a participé à  la guerre,15221,117,1,sg,sg,1,0,19,39
29,percep_low,3,21,18353,ont créé son jardin,13717,165,0,pl,pl,1,1,19,39
29,percep_low,19,99,12069,ont participé à  la réunion,14399,99,1,pl,pl,1,1,19,39
29,stat_high,12,1,9104,ont gagné la compétition,16383,1,1,sg,pl,0,1,19,39
29,percep_high,27,89,8124,débarquait sa marchandise,14180,75,0,sg,sg,1,1,19,39
29,percep_high,21,-19,49018,faussait les comptes,23810,-19,1,pl,sg,0,1,19,39
29,stat_low,10,109,10135,a participé à  la manifestation,36443,112,0,sg,sg,1,1,19,39
29,stat_low,6,20,16958,l'ont persécuté,25465,164,0,pl,pl,1,1,19,39
29,stat_low,22,94,26786,c'est occupé de la panne,9933,94,1,sg,sg,1,1,19,39
29,stat_high,4,68,9564,a fait le défilé,17531,68,1,pl,sg,0,1,19,39
29,stat_high,16,44,15103,a fait le cours de science,24732,42,0,sg,sg,1,1,19,39
29,stat_low,2,109,5545,a gagné la compétition,12831,109,1,pl,sg,0,1,19,39
29,percep_high,17,68,7196,était en tête de cortège,13823,68,1,sg,sg,1,1,19,39
29,percep_high,1,29,25061,le défendait,8936,29,1,pl,sg,0,1,19,39
29,percep_high,9,-53,42828,avait porté plainte,19105,-54,0,sg,sg,1,1,19,39
30,stat_high,20,320,80075,a rendu sa réponse  concernant le télétravail.,44651,50,0,sg,sg,1,0,0,53
30,percep_low,3,900,40927, cette année ont remportés le premier prix.,59489,165,0,pl,pl,1,0,0,53
30,percep_high,27,89,15672, a  rendu la medaille au meilleur  des marins.,54370,75,0,sg,sg,1,0,0,53
30,stat_high,4,220,24302,préparent  pour le début de l'année un défilé international.,56591,68,0,pl,pl,1,0,0,53
30,percep_high,13,51,36974, étonnament etaient tous habillés de noir.,41712,-39,0,pl,pl,1,0,0,53
30,stat_low,18,534,44006,n'avaient  aucun endroit pour se loger du à  l'innondation de leur chambre d'étudiant.,73114,114,0,pl,pl,1,0,0,53
30,stat_low,6,30,42191,se sont excusés.,57155,164,0,pl,pl,1,0,0,53
30,stat_high,24,520,23340, s'est empressé de la bousculer pendant une réunion municipale.,71321,18,0,sg,sg,1,0,0,53
30,stat_low,22,660,142209, a jugé bon de ne pas embaucher une autre personne.,44142,94,0,sg,sg,1,0,0,53
30,percep_high,28,486,59024, à  la fin de sa course n'a pas récuperé son trophé.,49533,64,0,sg,sg,1,0,0,53
30,stat_low,26,176,25932, lui a offert une place  pour sa prochaine tournée.,62380,94,0,sg,sg,1,0,0,53
30,stat_high,12,647,157859, a remis en question sa date de départ  pour la retraite.  ,64467,1,0,sg,sg,1,0,0,53
30,stat_low,2,850,13274, lui ont proposés de s'entrainer avec eux le dimanche.,46669,109,0,pl,pl,1,0,0,53
30,percep_high,1,405,41401,discutaient  avec de grands gestes.,32988,29,0,pl,pl,1,0,0,53
30,stat_high,8,760,30733, avait du mal à  trouver une femme.,40116,-48,0,sg,sg,1,1,0,53
30,stat_high,16,352,27375,lui a raconter comment il preparait son programme de i'année.,70543,42,0,sg,sg,1,1,0,53
30,percep_high,21,750,22893,semblaient dissimuler des documents.,35460,-19,0,pl,pl,1,1,0,53
30,stat_low,10,514,51150, se servait dans la caisse du CE.,41596,112,0,sg,sg,1,1,0,53
30,percep_low,15,162,21267, comme leur père jouer dans une symphonie.,45200,109,0,pl,sg,0,1,0,53
30,percep_high,5,415,30449, apres reflexion lui ont diagnostiqués une carence alimentaire.,58533,22,0,pl,pl,1,1,0,53
30,percep_low,23,294,34708, grimaçait de douleurs.,36508,98,0,sg,sg,1,1,0,53
30,percep_high,9,466,59186, a demander au service  administratif de lui fournir les documents pour le voyage.,59521,-54,0,sg,sg,1,1,0,53
30,percep_low,11,492,64413,a retrouvé toutes ses vcouleurs d'origine.,33518,117,0,sg,sg,1,1,0,53
30,percep_low,19,400,29901,se sont réunit  afin de regler les problemes de finance.,37627,99,0,pl,pl,1,1,0,53
30,percep_high,17,460,22625, a eu un oeil crevé.,32203,68,0,sg,sg,1,1,0,53
30,stat_low,14,297,53618,à  fait un discour  pour la fin du concert.,40869,106,0,sg,sg,1,1,0,53
30,percep_low,7,742,26514, avaient tous une crete colorée.,27449,152,0,pl,pl,1,1,0,53
30,percep_high,25,336,19356,avaient toutes une robe de soirée.,34031,69,0,pl,pl,1,1,0,53
31,stat_high,16,106,21336,est sympathique,24341,42,0,sg,sg,1,0,0,63
31,percep_low,3,182,124101,travaillent avec passion,28445,165,0,pl,pl,1,0,0,63
31,stat_high,12,693,175525,connaït  1 bonne adresse,50213,1,0,sg,sg,1,0,0,63
31,stat_low,26,144,42357,est avenant,29150,94,0,sg,sg,1,0,0,63
31,stat_low,22,106,29125,est en charge de la maintenance,31502,94,0,sg,sg,1,0,0,63
31,stat_high,20,370,50316,est en charge des éventuels problèmes,41605,50,0,sg,sg,1,0,0,63
31,stat_low,10,134,56614,le harcelait,37853,112,0,sg,sg,1,0,0,63
31,percep_high,28,474,79941,signe des autographes avec le sourire,52789,64,0,sg,sg,1,0,0,63
31,stat_low,6,190,28062,s'est repenti,18989,164,0,pl,sg,0,0,0,63
31,percep_high,9,576,154061,revendiquait,30325,-54,0,sg,sg,1,0,0,63
31,percep_high,13,441,99069,a pris la pose,22357,-39,0,pl,sg,0,0,0,63
31,stat_high,4,228,43230,"reste ""simple""",30614,68,0,pl,sg,0,0,0,63
31,percep_low,7,195,60941,applaudissent,22326,152,0,pl,sg,0,0,0,63
31,stat_low,14,188,64062,"a bien ""vendu"" ses artistes",48198,106,0,sg,sg,1,0,0,63
31,percep_low,23,126,29406,les harcelait,105125,98,0,sg,sg,1,1,0,63
31,percep_high,27,153,34454,scrutait l'horizon,23950,75,0,sg,sg,1,1,0,63
31,percep_high,21,582,51534,piochaient dans la caisse,22246,-19,0,pl,pl,1,1,0,63
31,percep_high,25,336,44102,sont assez sympathiques,30846,69,0,pl,pl,1,1,0,63
31,percep_high,1,401,52950,rédigeait leurs plaidoiries,34886,29,0,pl,sg,0,1,0,63
31,percep_high,17,461,47198,clamait dans son mégaphone,32366,68,0,sg,sg,1,1,0,63
31,stat_high,8,918,68014,était plein d'impatience,64374,-48,0,sg,sg,1,1,0,63
31,stat_high,24,498,32430,était trop hésitant,24038,18,0,sg,sg,1,1,0,63
31,percep_low,19,348,33286,doutaient,19254,99,0,pl,pl,1,1,0,63
31,percep_high,5,410,26646,s'inquiétaient,21014,22,0,pl,pl,1,1,0,63
31,percep_low,11,564,30550,"est très ""photogénique""",34685,117,0,sg,sg,1,1,0,63
31,stat_low,18,158,24487,ne demandaient que ça,25989,114,0,pl,pl,1,1,0,63
31,stat_low,2,120,28326,veulent l'intégrer,34110,109,0,pl,pl,1,1,0,63
31,percep_low,15,175,39406,écoutent avec ravissement,28366,109,0,pl,pl,1,1,0,63
32,stat_low,22,94,19320,lui a apporté son aide,13326,94,1,sg,sg,1,0,27,27
32,percep_high,17,68,10189,criait très fort,12301,68,1,sg,sg,1,0,27,27
32,stat_low,14,106,19142,était beau gosse,12669,106,1,sg,sg,1,0,27,27
32,percep_low,3,165,34646,devaient travailler très dur,19741,165,1,pl,pl,1,0,27,27
32,percep_high,1,29,23029,portait plainte,10733,29,1,pl,sg,0,0,27,27
32,percep_low,7,152,15606,se produisait sur scène,13909,152,1,pl,sg,0,0,27,27
32,stat_high,4,68,8182,passe à  la télévision,24006,68,1,pl,sg,0,0,27,27
32,percep_high,28,64,27574,passait par son village lors du Tour de France,16501,64,1,sg,sg,1,0,27,27
32,stat_high,12,1,5269,faisaient le show lors de la dernière rencontre,23597,1,1,sg,pl,0,0,27,27
32,percep_low,23,98,11805,harcelait la petite nouvelle,25357,98,1,sg,sg,1,0,27,27
32,stat_high,24,18,22645,se déplaçait en fauteuil roulant,23749,18,1,sg,sg,1,0,27,27
32,percep_high,27,75,7109,faisait le salut,11078,75,1,sg,sg,1,0,27,27
32,stat_high,8,-48,48157,leur faisait passer leur oral de fin d'année,26637,-48,1,sg,sg,1,0,27,27
32,stat_high,20,50,5853,opéraient sur son chantier,11478,50,1,sg,pl,0,0,27,27
32,percep_high,5,22,22717,défile à  la fashion week,15734,22,1,pl,sg,0,1,27,27
32,stat_low,18,114,23461,partait en week-end ,27151,114,1,pl,sg,0,1,27,27
32,percep_low,19,99,12597,s'affairaient autour des joueurs,17367,99,1,pl,pl,1,1,27,27
32,stat_low,26,94,10623,se produisent ce soir,11438,94,1,sg,pl,0,1,27,27
32,percep_low,15,109,10846,animait la kermesse,15118,109,1,pl,sg,0,1,27,27
32,percep_low,11,117,23998,revenaient blessés de mission,22440,117,1,sg,pl,0,1,27,27
32,stat_low,6,164,18982,a massacré toute sa famille,10910,164,1,pl,sg,0,1,27,27
32,stat_low,2,109,15390,a remporté la finale du dernier championnat,20246,109,1,pl,sg,0,1,27,27
32,percep_high,9,-54,25606,dormaient chez lui pendant leur échange scolaire,33197,-54,1,sg,pl,0,1,27,27
32,percep_high,21,-19,49446,vient d'être nommé,10237,-19,1,pl,sg,0,1,27,27
32,stat_high,16,42,35206,passaient leur concours,32325,42,1,sg,pl,0,1,27,27
32,stat_low,10,112,29606,ont fait grève le mois dernier,21974,112,1,sg,pl,0,1,27,27
32,percep_high,25,65,9933,habite à  Avigong,14007,69,0,pl,sg,0,1,27,27
32,percep_high,13,-39,69286,a célébré son mariage la semaine dernière,21006,-39,1,pl,sg,0,1,27,27
33,percep_high,17,460,88511,entraïnait la foule,17973,68,0,sg,sg,1,0,0,67
33,stat_low,14,264,26852,les valorisait ,47116,106,0,sg,sg,1,0,0,67
33,stat_high,20,370,19956,arrivait sur le chantier,37941,50,0,sg,sg,1,0,0,67
33,percep_low,19,348,73508,travaillaient,14501,99,0,pl,pl,1,0,0,67
33,percep_high,5,410,31508,défilait,16023,22,0,pl,sg,0,0,0,67
33,stat_high,4,228,19173,chantait sur scène,39508,68,0,pl,sg,0,0,0,67
33,percep_high,21,632,62220,était en poste au Ministère,21525,-19,0,pl,sg,0,0,0,67
33,percep_high,27,89,27564,scrutait l'horizon,27533,75,0,sg,sg,1,0,0,67
33,stat_low,18,534,35917,emménageaient dans l'immeuble,29893,114,0,pl,pl,1,0,0,67
33,stat_high,24,498,24012,déambulait sur le trottoir,24245,18,0,sg,sg,1,0,0,67
33,stat_low,6,808,22037,polémiquaient,24141,164,0,pl,pl,1,0,0,67
33,stat_low,26,176,19445,négociait un contrat,22036,94,0,sg,sg,1,0,0,67
33,stat_low,22,640,32461,intervenait pour une réparation,24917,94,0,sg,sg,1,0,0,67
33,percep_low,15,202,17045,jouaient du piano,54189,109,0,pl,pl,1,0,0,67
33,stat_low,10,572,36093,ne faisait pas son travail,57325,112,0,sg,sg,1,1,0,67
33,percep_low,23,344,19612,buvait du whisky,33079,98,0,sg,sg,1,1,0,67
33,percep_high,9,576,22430,traversait la rue,15590,-54,0,sg,sg,1,1,0,67
33,stat_high,12,657,73125,travaillait pour lui,20838,1,0,sg,sg,1,1,0,67
33,stat_high,8,648,31325,partait à  la retraite,25774,-48,0,sg,sg,1,1,0,67
33,percep_high,25,336,21150,se disputaient,22301,69,0,pl,pl,1,1,0,67
33,percep_low,11,492,26453,étaient fatigués,67605,117,0,sg,pl,0,1,0,67
33,percep_high,28,474,20149,recevait une médaille,23510,64,0,sg,sg,1,1,0,67
33,percep_low,3,909,17149,vivait de ses rentes,88740,165,0,pl,sg,0,1,0,67
33,percep_low,7,728,19709,se produisait sur scène,25933,152,0,pl,sg,0,1,0,67
33,stat_low,2,837,26524,avait reçu une médaille d'or,45653,109,0,pl,sg,0,1,0,67
33,percep_high,1,405,19950,plaidaient sa cause,36773,29,0,pl,pl,1,1,0,67
33,percep_high,13,441,26517,dansait la valse,29246,-39,0,pl,sg,0,1,0,67
33,stat_high,16,312,29941,enseignait en ville,107300,42,0,sg,sg,1,1,0,67
34,stat_high,8,648,74696,avaient assisté à  son cours,19516,-48,0,sg,pl,0,0,7,31
34,percep_high,9,436,19365,aveint redoublé l'année dernière,18852,-54,0,sg,sg,1,0,7,31
34,stat_low,14,106,26301,lui avaient fait découvrir la musique classique,16893,106,1,sg,pl,0,0,7,31
34,percep_low,19,99,12741,courraient partout les bras en l'air,13213,99,1,pl,pl,1,0,7,31
34,percep_low,15,109,11725,revenaient de l'école,9077,109,1,pl,pl,1,0,7,31
34,percep_high,13,441,50804,portait toujours son bouquet blanc,12479,-39,0,pl,sg,0,0,7,31
34,percep_high,5,27,22357,semblaient inquiets,12934,22,0,pl,pl,1,0,7,31
34,stat_high,4,68,13878,lui avait donné sa carte de visite,16052,68,1,pl,sg,0,0,7,31
34,stat_high,20,50,8181,ne manquait pas d'assurance,18972,50,1,sg,sg,1,0,7,31
34,stat_low,22,80,13693,lui avaient indiqué l'emplacement de son bureau,23013,94,0,sg,pl,0,0,7,31
34,percep_high,1,29,48245,se cachait des caméras,18396,29,1,pl,sg,0,0,7,31
34,percep_low,7,40,16333,le poursuivaient de leurs clameurs,11054,152,0,pl,pl,1,0,7,31
34,percep_high,21,632,65580,avaient l'air louche,10941,-19,0,pl,pl,1,0,7,31
34,percep_high,25,336,14933,ne lui donnait plus de nouvelles depuis une semaine,13557,69,0,pl,sg,0,0,7,31
34,percep_high,28,474,26221,avaient bravé le Tour de France,15549,64,0,sg,pl,0,1,7,31
34,percep_high,27,75,16086,semblait perdu,7573,75,1,sg,sg,1,1,7,31
34,stat_high,12,657,21310,n'avait rien à  envier à  ses recrues,14110,1,0,sg,sg,1,1,7,31
34,stat_low,2,73,13382,devait concourir prochainement contre lui,23070,109,0,pl,sg,0,1,7,31
34,percep_low,23,66,14374,regardait par-delà  la lorgnette des vestiaires des femmes,26413,98,0,sg,sg,1,1,7,31
34,stat_low,26,70,14054,lui promettait monts et merveilles,12909,94,0,sg,sg,1,1,7,31
34,stat_low,6,20,30701,l'avaient torturé sans merci,11854,164,0,pl,pl,1,1,7,31
34,stat_high,24,498,15237,lui avaient donné le pouvoir de le faire,11470,18,0,sg,pl,0,1,7,31
34,percep_low,3,21,12134,auraient taillé les haies en forme de dollars,18510,165,0,pl,pl,1,1,7,31
34,percep_high,17,460,19735,jouait des coudes dans la foule,10709,68,0,sg,sg,1,1,7,31
34,stat_high,16,312,34629,l'avaient rejetée pour sa couleur de peau,20054,42,0,sg,pl,0,1,7,31
34,stat_low,10,42,17670,avait trahi leur confiance à  tous,16014,112,0,sg,sg,1,1,7,31
34,percep_low,11,33,20590,se prêtait volontiers au jeu,14037,117,0,sg,sg,1,1,7,31
34,stat_low,18,54,21774,avaient fort mauvais caractère,9494,114,0,pl,pl,1,1,7,31
35,stat_high,3,30,15632,étaient assis,20556,13,0,pl,pl,1,0,13,53
35,percep_high,14,36,26070,sont en concert ce soir,31125,36,1,sg,pl,0,0,13,53
35,stat_high,11,3,16565,reviennent de la guerre,14853,3,1,sg,pl,0,0,13,53
35,percep_low,4,68,30389,était bien habillée,17781,80,0,pl,sg,0,0,13,53
35,percep_low,20,50,12805,travaillaient dur,18005,86,0,sg,pl,0,0,13,53
35,percep_high,6,-22,44997,criait à  la foule,12646,-22,1,pl,sg,0,0,13,53
35,percep_high,27,75,24173,habite à côte,21149,75,1,sg,sg,1,0,13,53
35,stat_low,25,69,10229,étaient à  la maison,21485,94,0,pl,pl,1,0,13,53
35,percep_low,16,38,24733,sont au CP,29214,93,0,sg,pl,0,0,13,53
35,stat_low,21,19,29613,était en poste ,16189,151,0,pl,sg,0,0,13,53
35,stat_low,13,41,35158,était en blanc,16142,127,0,pl,sg,0,0,13,53
35,stat_low,9,-54,43942,mangent à  la cantine,19565,153,0,sg,pl,0,0,13,53
35,stat_low,1,29,37461,est très célà¨bre,27437,129,0,pl,sg,0,0,13,53
35,stat_high,19,46,29806,jouent au rugby,14741,46,1,pl,pl,1,0,13,53
35,percep_high,18,9,17318,habite à  côté,14550,9,1,pl,sg,0,1,13,53
35,stat_high,7,25,20077,est en tournée,10399,34,0,pl,sg,0,1,13,53
35,percep_high,2,17,21837,est en compétition,13158,17,1,pl,sg,0,1,13,53
35,percep_high,28,64,20486,est en tête de la course,19886,64,1,sg,sg,1,1,13,53
35,stat_high,15,76,19229,est âgé,9326,76,1,pl,sg,0,1,13,53
35,percep_low,8,-43,26293,sont en travaux pratiques,34757,142,0,sg,pl,0,1,13,53
35,percep_high,26,63,20070,sont en concert ce soir,14166,63,1,sg,pl,0,1,13,53
35,percep_high,22,-1,7358,sont dans son service,11934,-1,1,sg,pl,0,1,13,53
35,percep_high,10,0,28084,ont bien travaillé,14789,0,1,sg,pl,0,1,13,53
35,percep_low,12,1,10639,jouent ce soir,16445,93,0,sg,pl,0,1,13,53
35,percep_low,24,18,25901,buvait de l'alcool,18878,139,0,sg,sg,1,1,13,53
35,stat_low,5,51,24574,a défilé,9710,136,0,pl,sg,0,1,13,53
35,stat_low,17,68,10918,était en tête de cortège,18381,104,0,sg,sg,1,1,13,53
35,stat_high,23,45,15933,jouent dans ce film,13847,45,1,sg,pl,0,1,13,53
36,stat_low,11,33,70423,partaient à  la guerre,21373,117,0,sg,pl,0,0,21,36
36,percep_high,8,-48,91395,parlaient,11412,-48,1,sg,pl,0,0,21,36
36,percep_low,2,109,40132,courraient,9341,109,1,pl,pl,1,0,21,36
36,stat_low,23,98,46547,jouaient dans cette pièce,16622,98,1,sg,pl,0,0,21,36
36,stat_high,25,69,17925,se moquaient d'elle,38733,69,1,pl,pl,1,0,21,36
36,stat_low,15,109,34629,avait joué la sonate,20125,109,1,pl,sg,0,0,21,36
36,stat_high,13,-59,113314,a mis sa robe ce matin,29829,-39,0,pl,sg,0,0,21,36
36,percep_high,4,68,40933,a signé des autographes ce matin,17188,68,1,pl,sg,0,0,21,36
36,stat_low,3,165,55763,a gagné au loto l'an dernier,14318,165,1,pl,sg,0,0,21,36
36,percep_low,10,112,42333,parlera pour tout le monde,34051,112,1,sg,sg,1,0,21,36
36,stat_low,7,159,45493,chante a capella,30284,152,0,pl,sg,0,0,21,36
36,percep_high,24,18,52580,rentrait à  la maison,10006,18,1,sg,sg,1,0,21,36
36,percep_low,6,164,64260,complotaient,16013,164,1,pl,pl,1,0,21,36
36,percep_high,16,32,33629,chahutaient,37149,42,0,sg,pl,0,0,21,36
36,percep_high,12,1,14189,pourrait travailler avec nous l'an prochain,22237,1,1,sg,sg,1,1,21,36
36,stat_high,1,29,34829,est parti aujourd'hui,25965,29,1,pl,sg,0,1,21,36
36,percep_high,27,89,20062,sont dans le sous-marin,14429,75,0,sg,pl,0,1,21,36
36,stat_low,19,99,18662,vont aujourd'hui jouer un match,12294,99,1,pl,pl,1,1,21,36
36,percep_low,22,92,65724,ont trouvé un nouveau programme,14196,94,0,sg,pl,0,1,21,36
36,percep_low,14,102,57340,répètent aujourd'hui,19446,106,0,sg,pl,0,1,21,36
36,percep_high,28,64,65612,ont courru aujourd'hui,12046,64,1,sg,pl,0,1,21,36
36,stat_high,5,22,31917,est opéré aujourd'hui,8254,22,1,pl,sg,0,1,21,36
36,percep_low,18,114,42485,taille les haies,13077,114,1,pl,sg,0,1,21,36
36,percep_low,26,94,22053,ont bien travaillé aujourd'hui,11910,94,1,sg,pl,0,1,21,36
36,stat_high,21,-19,101067,a fait des versements indus,13470,-19,1,pl,sg,0,1,21,36
36,stat_high,17,68,16293,ont tenu les banderoles,21862,68,1,sg,pl,0,1,21,36
36,stat_high,9,-54,37869,rentrait du travail,10661,-54,1,sg,sg,1,1,21,36
36,percep_high,20,50,9965,ont fabriqué un outil,9278,50,1,sg,pl,0,1,21,36
